periodo,inpc
2022/08/02,124.002
2022/09/01,124.507
2022/09/02,124.635
2022/10/01,125.182
2022/10/02,125.371
2022/11/01,126.069
2022/11/02,125.926
2022/12/01,126.417
2022/12/02,126.539
2023/01/01,127.116
2023/01/02,127.556
2023/02/01,127.942
2023/02/02,128.151
2023/03/01,128.341
2023/03/02,128.437
2023/04/01,128.229
2023/04/02,128.498
2023/05/01,128.09
2023/05/02,128.078
2023/06/01,128.109
2023/06/02,128.319
2023/07/01,128.695
2023/07/02,128.97
2023/08/01,129.38
2023/08/02,129.711
2023/09/01,130.033
2023/09/02,130.206
2023/10/01,130.522
2023/10/02,130.696
2023/11/01,131.514
2023/11/02,131.376
2023/12/01,132.058
2023/12/02,132.688
2024/01/01,133.34
2024/01/02,133.77
2024/02/01,133.639
2024/02/02,133.723
2024/03/01,134.085
2024/03/02,134.046
2024/04/01,134.169
2024/04/02,134.504
2024/05/01,134.218
2024/05/02,133.955
2024/06/01,134.236
2024/06/02,134.952
2024/07/01,135.911
2024/07/02,136.095
2024/08/01,136.056
2024/08/02,135.971
2024/09/01,136.091
2024/09/02,136.07
2024/10/01,136.649
2024/10/02,137.007
2024/11/01,137.509999999999
2024/11/02,137.339
2024/12/01,137.920999999999
2024/12/02,137.977
2025/01/01,138.257
2025/01/02,138.429
2025/02/01,138.631
2025/02/02,138.822
2025/03/01,139.012
2025/03/02,139.31
2025/04/01,139.484
2025/04/02,139.756
2025/05/01,139.878
2025/05/02,140.146
2025/06/01,140.292
2025/06/02,140.519
2025/07/01,140.731
2025/07/02,140.83
2025/08/01,140.8
2025/08/02,140.934
2025/09/01,141.181
2025/09/02,141.212
2025/10/01,141.608
2025/10/02,141.809
2025/11/01,142.47
2025/11/02,142.819
2025/12/01,143.057
2025/12/02,143.027
2026/01/01,143.466
2026/01/02,143.711
